-713.746	485.102	-3.72001	180.478	128	128	Rock_Foreground_-_1.png
-792.643	300.786	0.02	0	184	80	greyBox.jpg
-918.877	177.906	0.02	0	61	165	iceWall.jpg
-913.997	440.592	0.02	-89.9984	355	58	greyBox.jpg
-483.263	575.302	0.02	0	362	149	greyBox.jpg
-263.705	554.984	0.02	0	77	137	iceWall.jpg
-327.713	299.238	0.02	0	137	64	greyBox.jpg
-608.98	248.591	0.02	0	114	77	greyBox.jpg
-351.472	157.118	0.02	0	86	16	greyBox.jpg
-794.892	216.898	0.02	0	186	87	iceWall.jpg
-1044.8	27.9502	0.02	0	191	382	greyBox.jpg
1429.27	467.663	0.02	0	93	246	iceWall.jpg
1660.91	653.625	0.02	0	698	124	greyBox.jpg
1791.79	259.367	0.02	0	351	474	greyBox.jpg
163.553	34.7925	0.02	0	69	17	greyBox.jpg
166.394	8.99252	0.02	0	240	35	greyBox.jpg
293.612	-61.2648	0.02	0	2485	106	greyBox.jpg
569.717	53.512	0.02	0	69	123	greyBox.jpg
644.517	129.192	0.02	0	80	276	greyBox.jpg
1364.23	124.403	0.02	0	504	269	greyBox.jpg
-683.637	195.065	0.02	0	35	246	greyBox.jpg
-511.432	96.5175	0.02	0	79	17	greyBox.jpg
-795.011	128.525	0.098	0	186	90	iceWall.jpg
-284.153	128.957	0.02	0	50	277	greyBox.jpg
-776.001	580.75	0.02	0	224	137	greyBox.jpg
230.513	30.7925	0.02	0	65	10	greyBox.jpg
96.3534	30.7925	0.02	0	65	9	greyBox.jpg
26.1136	3.47258	0.02	0	41	24	greyBox.jpg
311.192	3.79254	0.02	0	50	24	greyBox.jpg
-821.549	466.161	11.578	-180.656	128	128	Rock_Foreground_-_2.png
