1505.53	293.721	0.02	0	66	62	greyBox.jpg
-1394.89	392.28	0.02	0	219	146	greyBox.jpg
-1394.89	392.28	0.02	0	219	146	greyBox.jpg
-1551.41	407.88	0.02	0	94	560	greyBox.jpg
-1262.89	131.76	0.02	0	483	375	greyBox.jpg
-867.566	231.879	0.02	0	308	54	greyBox.jpg
-842.529	179.839	0.02	0	358	50	greyBox.jpg
-821.452	125.919	0.02	0	400	58	greyBox.jpg
422.472	157.075	0.02	0	23	8	greyBox.jpg
250.912	445.756	0.02	0	36	188	greyBox.jpg
336.312	252.675	0.02	-45.5996	235	42	greyBox.jpg
1727.02	291.582	0.02	0	69	60	LinkStandby.png
1691.88	187.006	0.02	0	440	151	greyBox.jpg
1394.45	26.2699	0.02	0	335	141	greyBox.jpg
828.172	-17.865	0.02	0	212	222	greyBox.jpg
578.034	-39.84	0.02	0	124	270	greyBox.jpg
-67.7923	-3.77101	0.02	0	408	77	greyBox.jpg
592.794	267.765	0.02	0	317	230	greyBox.jpg
378.072	-63.04	0.02	0	169	315	greyBox.jpg
-10.7923	52.629	0.02	0	81	36	greyBox.jpg
83.2127	87.1262	0.02	0	107	105	greyBox.jpg
1447.24	231.261	0.02	0	50	270	greyBox.jpg
1304.52	310.96	0.02	0	50	284	greyBox.jpg
1401.65	-146.41	0.02	0	349	205	greyBox.jpg
797.482	341.258	0.02	0	93	83	greyBox.jpg
776.282	274.898	0.02	0	50	50	greyBox.jpg
1239.49	327.385	0.02	0	80	166	greyBox.jpg
-640.926	27.384	0.02	0	761	140	greyBox.jpg
-237.439	52.744	0.02	0	50	37	greyBox.jpg
-237.439	52.744	0.02	0	50	37	greyBox.jpg
1635.67	521.84	0.02	0	717	138	greyBox.jpg
