3329.07	-118.188	0.02	0	1266	50	greyBox.jpg
6057.05	-152.714	0.02	0	666	50	greyBox.jpg
6413.68	-32.5223	0.02	0	50	293	greyBox.jpg
5994.26	139.034	0.02	0	889	50	greyBox.jpg
5525.11	200.455	0.02	0	50	172	iceWall.jpg
5571.47	-87.86	0.02	0	137	29	greyBox.jpg
4190.94	-100.886	0.02	0	462	50	greyBox.jpg
3985.6	142.236	0.02	0	50	189	iceWall.jpg
2464.16	-102.354	0.02	0	463	50	greyBox.jpg
2207.99	-34.6387	0.02	0	50	87	greyBox.jpg
2208.6	177.67	0.02	0	50	118	greyBox.jpg
2154.78	-102.191	0.02	0	156	50	greyBox.jpg
1567.72	-101.234	0.02	0	365	50	greyBox.jpg
1775.14	-66.7634	0.02	0	50	122	greyBox.jpg
1172.92	-187.671	0.02	0	50	123	greyBox.jpg
1738.89	19.1878	0.02	0	122	50	greyBox.jpg
1652.89	53.5878	0.02	0	50	119	greyBox.jpg
1364.77	42.4028	0.02	0	50	141	greyBox.jpg
1508.77	137.883	0.02	0	338	50	greyBox.jpg
2500	261.642	0.02	0	6000	50	greyBox.jpg
1242.25	159.775	0.02	0	50	254	greyBox.jpg
1364.73	-52.7639	0.02	0	50	50	greyBox.jpg
1268.73	-101.457	0.02	0	242	50	greyBox.jpg
538.655	117.629	0.02	0	182	50	greyBox.jpg
8.55122	-100.363	0.02	0	781	50	greyBox.jpg
-406.209	55.8684	0.02	0	49	363	greyBox.jpg
283.747	118.481	0.02	0	50	237	greyBox.jpg
422.78	20.336	0.02	0	50	291	greyBox.jpg
770.838	134.866	0.02	0	50	204	greyBox.jpg
708.893	-100.17	0.02	0	522	50	greyBox.jpg
901.247	7.94791	0.02	0	732	50	greyBox.jpg
945.039	-186.278	0.02	0	50	123	greyBox.jpg
1055.99	-162.41	0.02	0	50	172	greyBox.jpg
1774.07	206.964	0.02	0	50	59	iceWall.jpg
1774.87	69.0178	0.02	0	50	50	iceWall.jpg
1873.81	-101.828	0.02	0	147	50	greyBox.jpg
1920.81	-51.9054	0.02	0	50	50	iceWall.jpg
2011.69	-101.828	0.02	0	131	50	greyBox.jpg
2052.4	-6.73719	0.02	0	50	141	greyBox.jpg
1921.24	157.042	0.02	0	50	160	greyBox.jpg
2051.3	208.153	0.02	0	50	57	greyBox.jpg
2610.37	130.093	0.02	0	50	213	iceWall.jpg
2792.65	-47.3322	0.02	0	134	32	greyBox.jpg
2925.56	54.5573	0.02	0	50	142	greyBox.jpg
3064.17	156.301	0.02	0	130	30	greyBox.jpg
3258.26	186.276	0.02	0	50	101	iceWall.jpg
3259.14	-4.03833	0.02	0	50	90	iceWall.jpg
3382.11	5.03612	0.02	0	121	36	greyBox.jpg
3543.95	51.0591	0.02	0	121	32	greyBox.jpg
3629.38	82.6241	0.02	0	50	95	greyBox.jpg
3746.84	144.977	0.02	0	160	27	greyBox.jpg
3801.82	61.6481	0.02	0	50	140	iceWall.jpg
4790.89	30.1546	0.02	0	187	31	greyBox.jpg
5749.58	-445.403	0.02	0	50	539	iceWall.jpg
4396.53	-395.013	0.02	0	50	539	iceWall.jpg
4567.94	34.2232	0.02	0	50	111	greyBox.jpg
4396.47	116.176	0.02	0	50	100	greyBox.jpg
5040.31	-55.6402	0.02	0	126	31	greyBox.jpg
5273.18	-5.87666	0.02	0	192	29	greyBox.jpg
