6498.23	-132.967	0.02	0	50	50	greyBox.jpg
5376.67	270.83	0.02	0	457	50	greyBox.jpg
4482.77	270.849	0.02	0	1331	50	greyBox.jpg
4023.06	-195.651	0.02	0	50	50	greyBox.jpg
4061.15	-154.738	0.02	0	50	131	greyBox.jpg
2724.55	-127.549	0.02	0	61	101	greyBox.jpg
422.819	-100.277	0.02	0	89	50	greyBox.jpg
5379.84	5.92879	0.02	0	191	29	greyBox.jpg
5156.01	-58.9114	0.02	0	127	31	greyBox.jpg
4484.4	132.839	0.02	0	62	95	greyBox.jpg
4676.23	53.2718	0.02	0	63	128	greyBox.jpg
4490.45	-344.808	0.02	0	50	539	iceWall.jpg
5853.04	-431.493	0.02	0	50	539	iceWall.jpg
4899.96	37.0476	0.02	0	191	31	greyBox.jpg
3876.02	96.972	0.02	0	63	151	iceWall.jpg
3827.72	165.222	0.02	0	159	31	greyBox.jpg
3699.62	101.172	0.02	0	32	97	greyBox.jpg
3622.21	68.7821	0.02	0	132	32	greyBox.jpg
3460.4	5.12206	0.02	0	128	31	greyBox.jpg
3331.95	4.77206	0.02	0	63	96	iceWall.jpg
3332.12	202.862	0.02	0	64	107	iceWall.jpg
3140.42	165.412	0.02	0	128	32	greyBox.jpg
2996.28	68.9334	0.02	0	31	161	greyBox.jpg
2851.64	-26.8325	0.02	0	127	32	greyBox.jpg
2660.24	139.675	0.02	0	63	236	iceWall.jpg
2116.16	217.813	0.02	0	62	74	greyBox.jpg
1988.42	176.025	0.02	0	64	180	greyBox.jpg
2116.16	1.31555	0.02	0	63	168	greyBox.jpg
2011.69	-101.828	0.02	0	131	50	greyBox.jpg
1987.87	-43.7458	0.02	0	63	65	iceWall.jpg
1873.81	-101.828	0.02	0	147	50	greyBox.jpg
1828.39	84.8688	0.02	0	63	63	iceWall.jpg
1827.91	214.982	0.02	0	63	62	iceWall.jpg
1092.06	-181.766	0.02	0	63	213	greyBox.jpg
967.69	-158.973	0.02	0	56	168	greyBox.jpg
931.37	21.4418	0.02	0	767	64	greyBox.jpg
708.893	-100.17	0.02	0	522	50	greyBox.jpg
797.457	154.367	0.02	0	50	204	greyBox.jpg
451.974	34.131	0.02	0	63	291	greyBox.jpg
292.045	144.573	0.02	0	61	243	greyBox.jpg
-405.182	70.1867	0.02	0	49	391	greyBox.jpg
8.55122	-100.363	0.02	0	781	50	greyBox.jpg
563.412	133.119	0.02	0	160	31	greyBox.jpg
1310.14	-101.029	0.02	0	242	51	greyBox.jpg
1290.43	138.277	0.02	0	50	254	greyBox.jpg
8.91809	271.428	0.02	0	6000	50	greyBox.jpg
1556.06	155.864	0.02	0	352	50	greyBox.jpg
1405.05	25.2758	0.02	0	50	216	greyBox.jpg
1706.56	81.0642	0.02	0	50	119	greyBox.jpg
1749.3	28.3542	0.02	0	122	50	greyBox.jpg
1213.52	-187.454	0.02	0	50	123	greyBox.jpg
1834.77	-15.3334	0.02	0	50	138	greyBox.jpg
1567.72	-101.234	0.02	0	365	50	greyBox.jpg
2154.78	-102.191	0.02	0	156	50	greyBox.jpg
2275.62	200.217	0.02	0	63	102	greyBox.jpg
2276.16	-35.7239	0.02	0	62	112	greyBox.jpg
2464.16	-102.354	0.02	0	463	50	greyBox.jpg
4068.05	149.392	0.02	0	64	193	iceWall.jpg
4267.39	-100.088	0.02	0	462	50	greyBox.jpg
5684.11	-90.4505	0.02	0	160	30	greyBox.jpg
5629.02	204.777	0.02	0	50	172	iceWall.jpg
6098.38	143.446	0.02	0	889	50	greyBox.jpg
6525.31	-14.376	0.02	0	50	293	greyBox.jpg
6162.4	-135.065	0.02	0	669	54	greyBox.jpg
3379.45	-195.819	0.02	0	1266	50	greyBox.jpg
3412.77	271.462	0.02	0	810	50	greyBox.jpg
